Timestamp,Price (USD)
1712682339761,68601.21864457174
1712685759016,68799.99138332845
1712689486906,68888.17521215769
1712693242937,69089.79584550459
1712696837777,69030.41574333007
1712700161582,69206.68662513471
1712703986754,69306.19645920474
1712707378304,69111.92366890248
1712711185957,68996.87032671497
1712714635568,69240.11070851612
1712718124265,68728.97008550525
1712721859577,69161.40883796911
1712725231244,69073.7733018886
1712729204595,69242.31320206894
1712732545697,69354.1242163848
1712736331545,69284.25414331167
1712739622280,68886.69477281101
1712743399871,69133.99171453639
1712747148486,68977.17941731542
1712750801021,69044.99910807476
1712754211871,67916.63862308922
1712757618353,68151.49733751702
1712761243920,68652.14036424873
1712765122593,68650.24624596463
1712768552787,69472.72067680105
1712772157212,69387.75236783318
1712775797871,69235.95506516949
1712779250250,70003.24970299525
1712783009163,69767.31667878502
1712786695650,70045.76119414125
1712790477374,70587.45074507836
1712793791094,70602.35356975943
1712797672299,70522.97263522136
1712801036231,70532.4543106487
1712804817081,70886.54402835752
1712808188861,70871.47665402155
1712811764387,70626.44147247556
1712815254857,70556.97605792036
1712818823035,70696.17829625781
1712822510375,70899.08163687226
1712826112421,71037.59920830857
1712829711139,70602.40281555949
1712833310816,70511.36361751698
1712836832267,70153.4268280667
1712840548456,70914.91464703648
1712844170304,70260.47634231295
1712847719169,69841.97189323367
1712851226404,69750.90138897585
1712854911665,70046.25123988857
1712858623570,70183.79432809637
1712862073691,70028.4305159546
1712865638112,70337.5441726712
1712869498672,70477.96238353412
1712872890065,70142.81237869884
1712876677919,70220.83824962915
1712880280096,70000.4104991704
1712883645342,70311.10567605017
1712887558721,70259.14740743849
1712891008815,70668.25112114748
1712894634259,70971.25536384848
1712898247055,71120.25551766476
1712902137399,70990.7423593394
1712905379160,70884.23254459325
1712909274299,70765.22046614914
1712912884371,70861.92726095425
1712916471497,70604.38316956747
1712919773177,70777.06597170791
1712923466031,70899.89912266188
1712927355307,70318.04365126665
1712930667529,69925.17711242122
1712934287573,69299.70796091163
1712937938533,69321.95751230905
1712941790126,68819.89697467849
1712945502163,68201.10997069892
1712948954270,66576.08831679948
1712952294092,66974.93533556382
1712955917639,67011.80153683752
1712959334937,66950.51017250033
1712962958315,67032.76304266586
1712966920847,67080.9435652618
1712970046968,66889.43703126453
1712974127726,65981.41854869186
1712977664590,66617.97842955567
1712981374604,67203.6652899805
1712984631983,67516.41604320011
1712988528393,67462.12660777815
1712991624115,67365.92413195697
1712995765453,67395.72383299933
1712998917179,67190.95056065617
1713002573786,67415.17634028918
1713006292908,67473.64548594329
1713010108596,67422.98499316695
1713013542162,67547.34998366603
1713017095724,67582.91145248414
1713020602626,67539.52474000744
1713024296671,67680.86004198983
1713028259453,67291.69713860356
1713031607550,66658.42760210848
1713034904544,67214.01629668447
1713038872854,63949.75257169932
1713042490230,62722.13702174014
1713046136505,62697.48799814592
1713049479402,64588.74764489324
1713053373320,64319.45934231633
1713056823799,63727.06601077219
1713060145932,63871.76623928481
1713063708032,63092.57340991874
1713067489528,63482.606855098995
1713071253832,64088.35961462532
1713074493429,64426.95832540713
1713078118157,64705.97353261727
1713081799154,64446.993656420476
1713085336642,64614.26325506407
1713088906522,64053.8838620585
1713092828359,64483.09124578953
1713096089515,64087.419057398074
1713099814565,64545.552213204566
1713103323603,64401.45951151034
1713107088558,63930.55908964325
1713110732879,64277.94752775814
1713114372758,64430.15700218899
1713118013475,63814.38392012541
1713121512003,64425.001702958536
1713125158593,64299.11935463285
1713128415471,63788.95383119805
1713132286995,63687.02377470387
1713135683288,65379.668634786976
1713139472343,65680.45176385739
1713142984179,65523.69853788071
1713147076266,65290.045586330045
1713150282487,65206.01256264595
1713154190681,65183.74548356216
1713157404248,64977.77063893974
1713161090159,65535.173579147835
1713164616618,66570.16139354806
1713168269240,66361.17474265248
1713171920391,66301.28146394402
1713175595166,66650.4794113982
1713178894474,66590.48079366435
1713182797994,65915.5389598651
1713186357465,66096.13960112637
1713189694903,65846.97558898863
1713193468795,64252.41385507282
1713197090766,64564.67286234001
1713200597723,64173.04433553136
1713204129978,63951.473426464545
1713207763364,63190.368481447855
1713211296376,63461.480201169405
1713215226216,63302.25421183438
1713218731448,63304.827113444
1713222426582,63415.485289374374
1713225649653,63409.24311425688
1713229594951,63152.569049393926
1713233050641,63189.161277379324
1713236563486,63428.73276073059
1713240416058,62946.303755990186
1713243962552,62432.95891572347
1713247606776,62881.3508541874
1713250920885,63202.81647613552
1713254673517,63560.38164223305
1713258083513,63279.67577666857
1713261835932,63261.458360413904
1713265380350,62609.16958141059
1713269146436,63088.07438441403
1713272590881,63005.1644696384
1713276028153,62320.97069186869
1713279820062,62135.486208511335
1713283300665,61922.02549496097
1713287023014,62728.21923573881
1713290842505,62577.39136548258
1713294054243,62991.35291842838
1713297928678,62744.284827997675
1713301396117,63022.4241985665
1713305249537,63937.6008505447
1713308828817,63812.81475679645
1713312197847,63813.80057977799
1713315845804,64007.73493744406
1713319225870,64046.1904747205
1713322953124,63865.66274385354
1713326579039,63885.6879080322
1713330024634,64238.95648976054
1713333772899,63930.254417404554
1713337336343,63882.81995537009
1713340865354,63534.52386534954
1713344488460,63350.62513568913
1713348179520,63342.30473633799
1713351770967,62886.057735517745
1713355664566,62769.01678762066
1713358891044,62319.04812820075
1713362600532,62617.82419524447
1713366253232,61235.831716984474
1713369626439,60525.743741912935
1713373436038,60181.66922975932
1713376846029,61317.301889421
1713380508723,61469.738301143654
1713384183775,61124.5201007595
1713387952751,60871.09535301844
1713391383563,61309.12225744787
1713394850546,61657.57943716404
1713398537800,61271.93484646608
1713402190084,61530.50432443966
1713405617984,61465.39383324107
1713409574795,61650.50672302188
1713413013645,62007.59768565362
1713416728607,61643.17166867069
1713421122197,61263.04132815015
1713423612426,61048.751768850336
1713427261589,61244.924019478625
1713430964228,61346.94257905179
1713434576170,61647.656803679194
1713438018052,61688.711610830826
1713441776764,62641.89298036523
1713445223041,62143.345212126136
1713448878462,62674.94787799203
1713452415280,63537.94287141911
1713456039223,63641.49575562413
1713459767543,63566.21788008273
1713463434468,62827.698817559525
1713466920302,63118.38992578757
1713470583352,63561.271284468596
1713474144568,63473.796819783005
1713477606546,63702.6263035617
1713481429959,63524.558683375275
1713485016071,63517.289856392184
1713488498867,62759.9607892424
1713492138799,61055.95687671645
1713495932388,61100.402174505
1713499419136,61765.99096061795
1713502838928,62486.375221617476
1713506520965,62066.12263082017
1713510295819,64576.76501078571
1713513925587,64587.66164663983
1713517405727,64620.55910455225
1713521087659,64846.22305401333
1713524450680,64734.87121158928
1713528107665,64972.34836570562
1713531709845,65079.82263989656
1713535246504,64870.43949304431
1713538837344,64479.765451855106
1713542655477,64471.52983123631
1713546026464,64259.103690300995
1713548572000,64342.94684164044
